"","combinationPotential","lowCI","highCI","P","FDR"
"JWE.035 + SB.203580",-0.00581344532539433,-0.0874935173926819,0.0759442734669947,0.886062561704944,0.937818552458737
"GW.843682X + HG.6.64.01",-0.00579843081147435,-0.0874786172947623,0.0759592018704122,0.886354834692004,0.937952579226962
"fostamatinib + trametinib",-0.00577501028447945,-0.0874553751676447,0.0759824880039756,0.886810770159972,0.938084436022948
"AKT.inhibitor.1.2 + fostamatinib",-0.00575655935012004,-0.087437064715936,0.0760008329989914,0.887169987182438,0.938289139413626
"CHIR.99021 + ruxolitinib",-0.00575655935012004,-0.087437064715936,0.0760008329989914,0.887169987182438,0.938289139413626
"amuvatinib + PF.04217903",-0.00570876667200855,-0.0873896356674798,0.0760483510095213,0.888100559243539,0.939097930292538
"AS.605240 + Y.39983",-0.00569243045791956,-0.0873734236622331,0.0760645932531807,0.888418677301944,0.939346608201337
"AZ.628 + WZ.3105",-0.00566509769842438,-0.0873462986246598,0.0760917686900442,0.88895097314941,0.93982167390936
"dovitinib + NVP.BGJ398",-0.00564289313558497,-0.0873242627216047,0.0761138453578502,0.889383435960218,0.940090719585683
"JWE.035 + TAK.715",-0.0056392452431185,-0.0873206425298865,0.0761174722313236,0.889454486566057,0.940090719585683
"CYT387 + GDC.0879",-0.00560736583504192,-0.08728900511045,0.0761491678596129,0.890075444710816,0.940589263214849
"BX.912 + GSK.429286A",-0.00560223763838615,-0.0872839158252722,0.0761542664775923,0.890175339791325,0.940589263214849
"AKT.inhibitor.1.2 + TPCA.1",-0.00558976078879067,-0.0872715336290952,0.076166671344718,0.890418390752693,0.940629745850822
"CYT387 + HY.11007",-0.00556459561757268,-0.0872465592922193,0.0761916912539538,0.890908643415357,0.940629745850822
"NVP.BGJ398 + WZ.3105",-0.0055410164865575,-0.0872231588749995,0.076215134184727,0.891368035559948,0.940797266378219
"ponatinib + rondual.kinase.inhibitor",-0.00547212947374857,-0.0871547934625842,0.0762836227674012,0.89271036885473,0.941873791469619
"BMS.509744 + HG.5.88.01",-0.00546065711628154,-0.0871434078970619,0.0762950286958712,0.892933949265264,0.941922222003457
"dovitinib + PF.477736",-0.00541429187435259,-0.0870973932051828,0.0763411252487156,0.893837630122179,0.942607154218193
"HY.11007 + nintedanib",-0.00540599159729119,-0.0870891556465918,0.0763493773883408,0.89399942105586,0.942607154218193
"LDN.193189 + ZG.10",-0.00536211115167998,-0.0870456065843404,0.0763930031633012,0.89485482187468,0.94336442923388
"afatinib + MK.2206",-0.00535196049438196,-0.0870355325399354,0.0764030948642546,0.895052715134885,0.94336442923388
"erlotinib + PF.562271",-0.00535116747428055,-0.0870347455045127,0.0764038832776861,0.89506817582038,0.94336442923388
"serdemetan + XMD.1527",-0.00535116747428055,-0.0870347455045127,0.0764038832776861,0.89506817582038,0.94336442923388
"saracatinib + XMD.1185H",-0.00534217991313127,-0.0870258257625958,0.0764128186227655,0.89524339970005,0.94339178390277
"AS.605240 + neratinib",-0.00530083713184456,-0.0869847947810883,0.0764539210409992,0.896049495085298,0.944153380335039
"GSK.1070916 + MGCD.265",-0.00529570893518879,-0.0869797052410442,0.0764590194034301,0.896149491379601,0.944170898676526
"PF.431396 + XMD.132",-0.00527820962495107,-0.086962337809411,0.0764764168760356,0.896490728227965,0.944354710927514
"GSK.429286A + JWE.035",-0.00526261356295672,-0.0869468592408835,0.0764919221344402,0.896794867802945,0.944421454207835
"ON.01910 + pyrazolanthrone",-0.00526134473079447,-0.0869455999657769,0.0764931835774524,0.896819612027631,0.944421454207835
"AZD.1480 + BIX.02189",-0.00525912427451053,-0.0869433962337123,0.0764953911020941,0.896862914661696,0.944421454207835
"sunitinib + YM.201636",-0.00523877009190774,-0.0869231953192023,0.0765156267072956,0.89725986973738,0.944549918644341
"GDC.0879 + lapatinib",-0.00522703339440691,-0.0869115469691318,0.0765272949996814,0.897488774980167,0.9446501202618
"olaparib + XMD.885",-0.00522190519775114,-0.0869064573677199,0.0765323933005861,0.897588794808535,0.9446501202618
"HG.6.64.01 + nilotinib",-0.00522105930964297,-0.0869056178454279,0.0765332342570256,0.89760529308055,0.9446501202618
"AS.601245 + MK.1775",-0.00520826525200693,-0.0868929200566127,0.0765459537089892,0.897854834825405,0.944772961544158
"XMD.1499 + YM.201636",-0.00519351507812075,-0.0868782808373957,0.0765606178375281,0.898142542151427,0.944926147674125
"pazopanib + sunitinib",-0.0051905016017354,-0.0868752900248288,0.0765636137304055,0.898201322711872,0.944926147674125
"OSI.930 + trametinib",-0.00516533643051741,-0.0868503140588845,0.0765886320062718,0.89869221367768,0.945179171610301
"AS.605240 + XMD.1527",-0.00514683262815123,-0.0868319493125327,0.0766070277316733,0.899053187598804,0.945471013980542
"OSI.930 + SAR.245409",-0.00512478666933211,-0.0868100689565457,0.0766289448518494,0.899483289433953,0.945747679216369
"AZD.8330 + lapatinib",-0.00510342799460087,-0.0867888706468075,0.07665017862914,0.899900010906321,0.945834582228685
"AZD.8330 + PF.431396",-0.00501931499584492,-0.0867053884651892,0.0767337990458824,0.901541376166567,0.947120230527493
"CHIR.99021 + KIN001.220",-0.00499314533249847,-0.086679414830885,0.0767598152200431,0.902052132051271,0.947367071313208
"TG.101348 + ZG.10",-0.00499013185611312,-0.0866764239204108,0.0767628110147685,0.902110948966149,0.947367071313208
"HG.5.88.01 + TG.101348",-0.00497976972678806,-0.0866661393749114,0.0767731123327352,0.902313200691681,0.947491608514909
"ON.01910 + PF.477736",-0.00496089584837457,-0.0866474067651567,0.0767918754027559,0.902681604005508,0.94772507802025
"AS.605240 + brivanib",-0.00495671927584049,-0.086643261445949,0.0767960274468407,0.902763130255447,0.94772507802025
"olaparib + ponatinib",-0.00495016364300219,-0.0866367548632604,0.0768025445736102,0.902891097570859,0.94772507802025
"erlotinib + NVP.TAE684",-0.00492663737999377,-0.086613404569619,0.0768259325919975,0.903350355812183,0.947822255759141
"NVP.TAE684 + WZ.3105",-0.00492505133979095,-0.0866118303892904,0.0768275093091012,0.903381318204341,0.947822255759141
"BMS.345541 + brivanib",-0.00490527870526253,-0.0865922055736189,0.0768471656813366,0.903767328315046,0.948028412055591
"erlotinib + ruxolitinib",-0.00490046771664732,-0.0865874305420348,0.0768519483719206,0.903861253996647,0.948028412055591
"HG.5.113.01 + neratinib",-0.00489100434343719,-0.0865780378865377,0.0768613560709916,0.904046012823618,0.948028412055591
"saracatinib + WZ.4.145",-0.0048903170593493,-0.0865773557378075,0.0768620393111393,0.904059431264425,0.948028412055591
"PD.173074 + ZG.10",-0.0048892596992141,-0.086576306278073,0.0768630904496781,0.904080075072881,0.948028412055591
"NVP.AEW541 + XMD.1185H",-0.0048658391722192,-0.0865530606984719,0.0768863731217196,0.904537351987162,0.948332300616054
"alvocidib + NVP.AUY922",-0.00484273585326486,-0.0865301298702724,0.076909340365474,0.904988466478024,0.948717428757162
"dasatinib + sunitinib",-0.00481254822140461,-0.086500167490634,0.0769393500658132,0.905577955054878,0.949121616196714
"canertinib + KIN001.242",-0.00481011629309363,-0.0864977537023047,0.0769417676534389,0.905625446765713,0.949121616196714
"NVP.BGJ398 + ruxolitinib",-0.00479679355538999,-0.0864845303231347,0.0769550118120689,0.905885624716557,0.949128439646975
"KIN001.220 + SB.216763",-0.00479261698285591,-0.0864803848927864,0.0769591637447471,0.905967190515126,0.949128439646975
"BMS.509744 + pelitinib",-0.00472034641761431,-0.086408652757658,0.0770310074979021,0.907378744531017,0.9501677560623
"PD.0325901 + trametinib",-0.00470210695528194,-0.0863905490491008,0.077049139108315,0.907735035257202,0.950444030897082
"dasatinib + PF.477736",-0.00469824759078842,-0.0863867184024039,0.0770529756450363,0.90781042668554,0.950444030897082
"GDC.0941 + LDN.193189",-0.00464204889960201,-0.0863309376158733,0.0771088416520362,0.908908343332239,0.95141759758181
"SU.11274 + sunitinib",-0.00462417951331697,-0.0863132010025842,0.0771266051478277,0.90925748218095,0.951477780953334
"pyrazolanthrone + SB.216763",-0.00462190618902626,-0.0863109445658198,0.0771288649971212,0.909301900508427,0.951477780953334
"pyrazolanthrone + WZ.3105",-0.0046110153796336,-0.0863001346478349,0.0771396912402252,0.909514699207262,0.951524616029768
"PF.04217903 + SU.11274",-0.00458199084392209,-0.0862713255977138,0.0771685436094926,0.910081849656562,0.951854169501345
"MK.1775 + WH.4025",-0.00455872892094747,-0.086248236278594,0.0771916674495879,0.910536429476676,0.952059931372999
"PF.431396 + ZG.10",-0.00455444661239987,-0.0862439857352827,0.0771959243287471,0.910620116677447,0.952059931372999
"afatinib + JWE.035",-0.00455148600402128,-0.0862410470863165,0.0771988673545712,0.910677975073638,0.952059931372999
"NVP.AEW541 + XMD.885",-0.00454413735108157,-0.0862337529336322,0.0772061723589425,0.910821589919684,0.952059931372999
"THZ.2.98.01 + VX.745",-0.00454181115878411,-0.0862314439913893,0.077208484732598,0.910867051340083,0.952059931372999
"ibrutinib + sunitinib",-0.00453060314135089,-0.0862203190755552,0.0772196261569742,0.911086096806478,0.952182241290246
"AKT.inhibitor.1.2 + BIX.02189",-0.00452721958891822,-0.0862169606063944,0.0772229896018303,0.911152225065113,0.952182241290246
"CYT387 + XMD.1499",-0.00450586091418697,-0.0861957602269662,0.0772442213045384,0.911569673847339,0.952269835720049
"neratinib + sunitinib",-0.00450401053395036,-0.0861939235569493,0.0772460606812335,0.911605840112265,0.952269835720049
"trametinib + XMD.1527",-0.00450290030580839,-0.0861928215546726,0.0772471643069834,0.911627539958897,0.952269835720049
"rondual.kinase.inhibitor + SAR.245409",-0.00450142000161909,-0.0861913522179928,0.0772486358076717,0.911656473190002,0.952269835720049
"neratinib + tivantinib",-0.00448751571584108,-0.0861775509311189,0.0772624573860389,0.911928244594016,0.952352802446699
"BMS.509744 + NVP.BGJ398",-0.00448444937144897,-0.0861745072970945,0.077265505486545,0.911988180356243,0.952352802446699
"PF.04217903 + TGX.221",-0.00446002435232562,-0.0861502631233484,0.077289785129112,0.912465617510062,0.952763518191172
"BMS.345541 + dasatinib",-0.00443459484107383,-0.0861250217920373,0.0773150631820926,0.912962723013599,0.95293976727941
"sunitinib + TG.101348",-0.00443417189701974,-0.0861246019769085,0.0773154836062016,0.912970991168353,0.95293976727941
"HG.5.88.01 + NVP.BGJ398",-0.00442962524843834,-0.0861200889624418,0.0773200031635377,0.913059874425278,0.952944712733045
"GSK.1070916 + Y.27632",-0.00440953540586935,-0.0861001476955942,0.0773399732603828,0.913452627369601,0.953003316901034
"NVP.BGJ398 + pyrazolanthrone",-0.00436020955556181,-0.0860511863601359,0.0773890048251811,0.914417028448375,0.953745887564731
"MK.2206 + WH.4023",-0.0043493716141759,-0.086040428457563,0.0773997780527761,0.914628944828377,0.95385001399172
"AZD.8330 + PD.0325901",-0.00434397907748633,-0.086035075737966,0.0774051383832964,0.914734388405497,0.95385001399172
"alvocidib + JW.7.24.1",-0.00434218156525648,-0.0860332914970524,0.0774069251590862,0.914769536597269,0.95385001399172
"nilotinib + WH.4023",-0.00426277381910221,-0.085954469507913,0.077485858083211,0.916322424576731,0.955205399330954
"foretinib + GDC.0879",-0.00422164250984255,-0.085913641204705,0.0775267430431537,0.917126908947462,0.955780090533726
"AZD.6482 + WH.4023",-0.00419055612186737,-0.0858827836418241,0.0775576430618137,0.917734981628005,0.956149831364964
"PHA.665752 + ponatinib",-0.00415936399787868,-0.0858518209637161,0.0775886480247237,0.918345170833696,0.956279268098339
"AZD.1480 + MGCD.265",-0.00415830663774347,-0.0858507713786422,0.0775896990376447,0.918365856056295,0.956279268098339
"GDC.0941 + neratinib",-0.00414323925581673,-0.085835814771636,0.0776046759520265,0.918660626460402,0.956410332291235
"MK.1775 + NVP.AEW541",-0.00412558134155872,-0.0858182866309505,0.0776222277977144,0.919006090878228,0.956682046070037
"JNK.9L + JW.7.24.1",-0.00406843102625063,-0.085761555984604,0.0776790344718347,0.920124300007862,0.957670039296852
"MLN.8054 + TWS.119",-0.00405373372037121,-0.0857469665190593,0.0776936433179497,0.920411894612869,0.957705320331748
"amuvatinib + KIN001.220",-0.00403660448618081,-0.0857299629250775,0.0777106694108504,0.920747089915169,0.957889920592965
"olaparib + XMD.1499",-0.00403602293810644,-0.0857293856417306,0.0777112474563774,0.92075847024945,0.957889920592965
"HY.11007 + linsitinib",-0.00401376550726027,-0.0857072913924084,0.077733370793878,0.921194038823437,0.958117684581699
"pelitinib + ruxolitinib",-0.0039998083534755,-0.0856934365252399,0.0777472438195532,0.921467186499765,0.958117684581699
"AS.605240 + PD.0325901",-0.00399748216117804,-0.0856911273776401,0.0777495559874213,0.921512712011782,0.958117684581699
"AS.605240 + ibrutinib",-0.00399457442080621,-0.0856882409419061,0.0777524461960197,0.921569619262556,0.958117684581699
"AS.605240 + ON.01910",-0.00394857925492458,-0.0856425825942483,0.0777981638583554,0.922469841594319,0.958751035544405
"TAK.715 + WZ.4.145",-0.0039461473266136,-0.0856401684651661,0.0778005811044957,0.922517442324713,0.958751035544405
"TG.101348 + XMD.892",-0.00392801360029475,-0.0856221674289395,0.0778186053225868,0.922872386922263,0.958855943293085
"PF.431396 + pyrazolanthrone",-0.00392140509944969,-0.0856156072712819,0.0778251739018998,0.923001743722718,0.9589023711274
"pazopanib + trametinib",-0.00390776515370548,-0.0856020670834783,0.0778387314271605,0.923268742578745,0.958927680847836
"AKT.inhibitor.1.2 + NVP.TAE684",-0.00388080247025762,-0.0855753015071768,0.077865531097444,0.923796556361081,0.95932141488441
"KIN001.244 + SGX523",-0.00387916356204805,-0.0855736745761883,0.0778671600932015,0.923828640241005,0.95932141488441
"KIN001.244 + WH.4025",-0.00387044034093257,-0.0855650150974674,0.0778758305471467,0.923999411357963,0.959410775981382
"CHIR.99021 + GW.5074",-0.00382994344775403,-0.085524813961875,0.0779160823107767,0.9247922489703,0.959794008393388
"AZ.628 + ponatinib",-0.00379917426781942,-0.0854942693180937,0.0779466650652868,0.92539468981393,0.96022841275805
"BX.912 + saracatinib",-0.00379468048724478,-0.0854898083177484,0.077951131605905,0.925482678740432,0.96022841275805
"MGCD.265 + tivantinib",-0.00375296762991074,-0.0854483995817584,0.0779925914557455,0.926299466263221,0.960653979435071
"BMS.777607 + GW.843682X",-0.00370089264325166,-0.0853967038688662,0.0780443501870456,0.92731926530158,0.96135945437023
"KIN001.244 + TAK.715",-0.00368307612497337,-0.0853790170112824,0.0780620584030777,0.927668198596361,0.961484008711459
"ibrutinib + trametinib",-0.00367525165997281,-0.0853712494729862,0.0780698352887731,0.927821443720167,0.961484008711459
"dasatinib + WZ.3105",-0.00367223818358747,-0.085368257918426,0.0780728304380428,0.927880464514278,0.961484008711459
"fostamatinib + XMD.885",-0.00366874889514127,-0.0853647940113055,0.0780762985037747,0.927948804875607,0.961484008711459
"CHIR.99021 + sunitinib",-0.00359906886223094,-0.0852956204222781,0.0781455543112707,0.929313651525793,0.962457896984875
"fostamatinib + XMD.1499",-0.00357607127929012,-0.0852727898160119,0.078168411707344,0.929764158778954,0.96274838604477
"KIN001.220 + PF.431396",-0.00356179691746479,-0.0852586190517308,0.0781825990134048,0.930043795273048,0.962861868677875
"FR.180204 + ZG.10",-0.00348762310397981,-0.0851849830296859,0.0782563199263225,0.931497007287656,0.963661606607537
"buparlisib + neratinib",-0.00346848488553251,-0.0851659834265549,0.0782753411429397,0.931872000087783,0.963697415851898
"AZ.628 + NU.7441",-0.00345780554816689,-0.0851553814122405,0.0782859551661204,0.932081256776548,0.963825806518846
"ABT.737 + AZD.8330",-0.00344823643894324,-0.0851458815718177,0.0782954657355056,0.932268763035377,0.963931684595604
"afatinib + ponatinib",-0.00343538951330044,-0.0851331276190532,0.0783082340455931,0.932520503851517,0.964103953452476
"GDC.0879 + nintedanib",-0.00341070015414329,-0.0851086168610023,0.0783327722452422,0.93300432092755,0.964252047317439
"PF.477736 + Y.39983",-0.00340557195748752,-0.0851035257489621,0.078337869032318,0.933104817084545,0.964267912536041
"dovitinib + HG.5.88.01",-0.00338516490687797,-0.085083266229918,0.078358151049892,0.933504740148851,0.96436025368832
"AZD.1480 + masitinib",-0.00334667699795633,-0.0850450563832052,0.0783964029610554,0.934259044677238,0.9649323922453
"AT7867 + PF.477736",-0.00333742509677324,-0.0850358712880746,0.0784055980961245,0.934440376684907,0.965031667513821
"JWE.035 + TPCA.1",-0.00332135322271805,-0.0850199154326648,0.0784215713262647,0.934755384348142,0.965092964512965
"AZD.1480 + NVP.AEW541",-0.00330766040896708,-0.0850063214306892,0.0784351800648848,0.935023770628747,0.965106106668844
"palbociclib + TPCA.1",-0.00329978307595977,-0.0849985009292844,0.0784430090165416,0.935178173797988,0.965177510094068
"MGCD.265 + XMD.892",-0.00326663483572094,-0.0849655917291761,0.0784759535549774,0.935827937208539,0.965396182401123
"HY.11007 + PHA.793887",-0.00326314554727474,-0.0849621275924798,0.0784794213907427,0.935896335844866,0.965396182401123
"PD.173074 + SU.11274",-0.00326288120724094,-0.0849618651578011,0.0784796841054928,0.935901517578978,0.965396182401123
"NU.7441 + WZ.3105",-0.00325743580254461,-0.0849564590008983,0.0784850960268189,0.936008261903916,0.965407396024627
"AKT.inhibitor.1.2 + nintedanib",-0.00325362930605785,-0.0849526799369058,0.0784888791145936,0.936082879977609,0.965407396024627
"GDC.0879 + rondual.kinase.inhibitor",-0.00322349454220437,-0.0849227622640039,0.0785188284763825,0.936673626107953,0.965752805505514
