Gene name	Gene Synonym
C1QL4	CTRP11
AC005899.5	
AC005899.8	
AC121764.2	
AC005899.1	
AC005899.2	
AC121764.3	
WNT5A	hWNT5A
DNAJC22	FLJ13236
DNAJC22	wus
PSMD11	MGC3844
PSMD11	p44.5
PSMD11	Rpn6
PSMD11	S9
CARD9	
AL035404.2	
NT5C1A	CN-I
NT5C1A	CN-IA
NT5C1A	CN1
NT5C1A	CN1A
NT5C1A	MGC119199
NT5C1A	MGC119201
SPATS2	FLJ13117
SPATS2	SCR59
SPATS2	SPATA10
HPCAL4	DKFZp761G122
HPCAL4	HLP4
CYP3A4	CYP3A3
SNORA79	ACA65
SNORA79	SNORA79A
AL136040.1	
DYNLL1P1	DNCL1P1
WNT5A-AS1	
UNGP3	
AC121764.1	
STON2	STN2
STON2	STNB2
ERC2	CAST
ERC2	CAST1
ERC2	ELKSL
ERC2	KIAA0378
ERC2	SPBC110
ERC2	Spc110
PPIE	CyP-33
PPIE	MGC111222
PPIE	MGC3736
AC058823.1	
TSPAN5	NET-4
TSPAN5	TM4SF9
TSPAN5	Tspan-5
AL121769.1	
DYNLL1P2	DNCL1P2
SNAPC4	FLJ13451
SNAPC4	PTFalpha
SNAPC4	SNAP190
LINC02308	
SEL1L	Hrd3
SEL1L	IBD2
SEL1L	SEL1L1
AC027237.1	
RPLP1	LP1
Y_RNA	
CDK5R1	Nck5a
CDK5R1	p35
CDK5R1	p35nck5a
ENTR1	NY-CO-3
ENTR1	SDCCAG3
AC108159.1	
AC114811.2	
MYO1D	KIAA0727
MYO1D	myr4
MYO1D	PPP1R108
AC114811.1	
BTF3P13	BTF3L3
BTF3P13	HUMBTFD
EIF4E	EIF4E1
EIF4E	EIF4EL1
EIF4E	EIF4F
MRPL13	L13
MRPL13	L13A
MRPL13	L13mt
MRPL13	RPL13
MRPL13	RPML13
KDELC1P1	
FBN2	CCA
FBN2	DA9
U3	
AC027237.2	
DRAIC	
AC025572.1	
ERC2-IT1	C1orf1
ERC2-IT1	C3orf51
ERC2-IT1	Po42
MIR3938	hsa-mir-3938
RN7SKP45	
RNA5SP133	RN5S133
CCDC66	DKFZp686C0433
MTBP	
LINC01467	
EEF1A1P2	
AL035404.1	
LINC02311	
RNU7-121P	
BMP8B	BMP8
BMP8B	OP-2
AL355838.1	
AC069294.1	
RPL9P6	
CYP3A137P	CYP3A43-de1b
EIF3LP1	EIF3EIPP1
EIF3LP1	EIF3S6IPP
OXCT2	FKSG25
OXCT2	FLJ00030
OXCT2	SCOT-T
Metazoa_SRP	
LINC02301	
CYP3A43	
BMP8B-AS1	
AL033527.2	
PMPCA	Alpha-MPP
PMPCA	CLA1
PMPCA	INPP5E
PMPCA	KIAA0123
PMPCA	SCAR2
AC125611.2	
SNTB1	59-DAP
SNTB1	A1B
SNTB1	BSYN2
SNTB1	SNT2
SNTB1	SNT2B1
SNTB1	TIP-43
AL033527.1	
AC125611.1	
AL033527.3	
AC020612.3	
KCNH3	BEC1
KCNH3	elk2
KCNH3	Kv12.2
MIR6863	hsa-mir-6863
LINC02811	
RPS24P17	
INTS5	INT5
INTS5	KIAA1698
MIR3158-1	hsa-mir-3158-1
MIR3158-2	hsa-mir-3158-2
FBXW4	dactylin
FBXW4	Fbw4
FBXW4	SHFM3
HERPUD1	HERP
HERPUD1	KIAA0025
HERPUD1	Mif1
HERPUD1	SUP
TBCAP3	
ST3GAL5-AS1	
AC019131.1	
AP001458.2	
ENSAP2	
AC012511.1	
FAM177A1P1	FAM177A2
AC012511.2	
AL355095.1	
C11orf98	C11orf48
AL359238.1	
AC019131.3	
TRIT1	FLJ20061
TRIT1	IPT
AL162872.1	
RNU7-51P	U7.51
RNU7-149P	
RNU6ATAC28P	
AL161713.1	
NDUFS5P4	
POLR1A	DKFZP586M0122
POLR1A	FLJ21915
POLR1A	RPA1
POLR1A	RPA190
POLR1A	RPO1-4
NCAPGP1	
LINC02305	
AC104958.1	
METAP1	KIAA0094
METAP1	MAP1A
METAP1	MetAP1A
AC104958.2	
AL356807.1	
AC068413.1	
MTND4P33	
AC011626.1	
RPL35AP19	
MTND5P35	
HAS2	
LBHD1	C11orf48
LBHD1	MGC2477
MTCYBP27	
RNU6-976P	
AL163642.1	
HAS2-AS1	HAS2-AS
HAS2-AS1	HAS2AS
HAS2-AS1	HASNT
HAS2-AS1	NCRNA00077
AL163642.2	
AL357172.1	
AL049775.2	
LINC02329	
RNU6-1165P	
AC010789.2	
LINC00911	
AC010789.1	
FGF8	AIGF
AL049775.1	
AL049775.3	
FLRT2	
MCRS1	ICP22BP
MCRS1	INO80Q
MCRS1	MCRS2
MCRS1	MSP58
MCRS1	P78
LINC02328	
LINC02855	
AC037486.1	
CSKMT	CS-KMT
CSKMT	METTL12
CSKMT	U99HG
MRPS36P3	
SMILR	
LINC01151	
LINC02316	
SNORA57	U99
UQCC3	C11orf83
UQCC3	UNQ655
AC079336.5	
MIR3684	hsa-mir-3684
ABT1P1	
TASOR	C3orf63
TASOR	FAM208A
TASOR	KIAA1105
TASOR	RAP140
TASOR	se89-1
TASOR	TASOR1
AC079336.7	
AC019131.2	
AC079336.2	
AC108136.1	
AC079336.1	
ADH5	ADH-3
ADH5	ADHX
ADH5	FDH
ADH5	GSNOR
AC100872.1	
AC100872.2	
UBXN1	2B28
UBXN1	LOC51035
UBXN1	SAKS1
UBXN1	UBXD10
AC079336.6	
AC079336.4	
CDK5P1	CDK5PS
AC079336.3	
AC016405.3	
AL161753.1	
AC025211.1	
AC016405.2	
Y_RNA	
LINC02309	
ZHX2	KIAA0854
AC084809.1	
LINC01148	LOC283585
AC084809.2	
AL358292.1	
AL136972.1	
AL352955.1	
AL139232.1	
AL157688.1	
TMEM98	DKFZP564K1964
LINC02296	
RIPPLY2	C6orf159
RIPPLY2	dJ237I15.1
AL135746.1	
LINC02330	
AC016405.1	
AL359237.1	
AC104316.2	
AC104316.1	
AL136501.1	
CYB5R4	b5+b5R
CYB5R4	dJ676J13.1
CYB5R4	NCB5OR
DERL1	DER-1
DERL1	DER1
DERL1	derlin-1
DERL1	FLJ13784
DERL1	MGC3067
DERL1	PRO2577
GALC	
NPM3	
Y_RNA	
SLC27A6	ACSVL2
SLC27A6	FACVL2
SLC27A6	FATP6
SLC27A6	VLCS-H1
INPP5E	CORS1
INPP5E	JBTS1
INPP5E	pharbin
INPP5E	PPI5PIV
AL034347.1	
AC100826.1	
LINC02857	
SEC16A	KIAA0310
SEC16A	p250
SEC16A	Sec16L
GEMIN8P1	FAM51A2P
GEMIN8P1	GEMIN8P
MRAP2	bA51G5.2
MRAP2	C6orf117
OGA	MEA5
OGA	MGEA5
OGA	NCOAT
AC021818.1	
CEP162	C6orf84
CEP162	KIAA1009
CEP162	QN1
TLE3	ESG
TLE3	ESG3
TLE3	GRG3
TLE3	HsT18976
TLE3	KIAA1547
AC008588.1	
AC004636.1	
ISOC1	CGI-111
AC012181.2	
AC012181.1	
CETP	BPIFF
MIR4633	hsa-mir-4633
AC008679.1	
MIR4460	hsa-mir-4460
ADAMTS19-AS1	RP11-346A9.1
ADAMTS19	
ARHGEF3	DKFZP434F2429
ARHGEF3	GEF3
ARHGEF3	STA3
ARHGEF3	XPLN
AP002026.1	
TBC1D31	Gm85
TBC1D31	MGC21654
TBC1D31	WDR67
C9orf163	FLJ36779
NOTCH1	TAN1
PTCD3	DKFZp666K071
PTCD3	FLJ20758
AC008591.1	
ADH4	ADH-2
MINAR2	KIAA1024L
CHSY3	CHSY-2
CHSY3	CSS3
SPACA3	ALLP17
SPACA3	CT54
SPACA3	LYC3
SPACA3	LYZL3
SPACA3	SLLP1
MIR4673	hsa-mir-4673
AL592301.1	
MIR4674	hsa-mir-4674
NALT1	LINC01573
NALT1	MIR4674HG
NALT1	TCONS_l2_00029132
LINC01451	HCCAT4
AL590226.1	
LRRN4CL	
RNU6ATAC10P	
RNA5SP191	RN5S191
HSPA8P4	
EGFL7	ZNEU1
RNU7-53P	U7.53
HNRNPUL2-BSCL2	
ARL2BPP4	
AC005741.1	
AC006525.1	
AC113367.1	
AC113367.3	
AC113367.2	
HINT1	HINT
HINT1	PKCI-1
HINT1	PRKCNH1
LINC01611	RP1-90L14.1
LINC01611	TCONS_l2_00025430
SMARCE1P2	
BSCL2	GNG3LG
BSCL2	seipin
BSCL2	SPG17
TBX18	
AC011904.1	
CYP3A52P	CYP3A43-de4c6c
OR2AE1	OR2AE2
TRIM4	RNF87
ASIC2	ACCN
ASIC2	ACCN1
ASIC2	ASIC2a
ASIC2	BNaC1
ASIC2	BNC1
ASIC2	hBNaC1
ASIC2	MDEG
PCNAP1	p1PCNA
KCNIP2-AS1	
LYRM7	C5orf31
LYRM7	FLJ20796
LYRM7	MZM1L
ADH6	ADH-5
KCNIP2	KCHIP2
PRPF40B	HYPC
TBX18-AS1	
NLRC5	CLR16.1
NLRC5	FLJ21709
NLRC5	NOD27
Y_RNA	
MYCL	bHLHe38
MYCL	LMYC
MYCL	MYCL1
SHLD2P2	FAM35A2
SHLD2P2	FAM35AP
SHLD2P2	FAM35CP
AL590143.1	
RNU6-835P	
AL035694.1	
GPR65	hTDAG8
GPR65	TDAG8
AL109941.1	
AL139806.1	
CDC42SE2	FLJ21967
CDC42SE2	SPEC2
AL122016.1	
GJC3	CX30.2
GJC3	GJE1
AL157955.1	
AL135903.1	
LINC01147	
KRT18P64	
AC004522.3	
LINC02535	
Y_RNA	
MYCL-AS1	
AC004522.1	
DUTP5	
AZGP1	ZA2G
AZGP1	ZAG
TPT1P6	
Y_RNA	
LINC01146	
NT5E	CALJA
NT5E	CD73
NT5E	eN
NT5E	eNT
NT5E	NT5
MFSD2A	FLJ14490
MFSD2A	MFSD2
AC003687.1	
AC008133.2	
AC008133.1	
ADH1A	ADH1
AC004522.4	
AA06	AA02
AA06	AA04
AA06	AA05
AZGP1P1	
MIR126	hsa-mir-126
MIR126	MIRN126
AGPAT2	BSCL
AGPAT2	LPAAT-beta
AC011824.3	
AC004777.1	
AC011824.2	
RAPGEF6	PDZ-GEF2
RAPGEF6	PDZGEF2
RAPGEF6	RA-GEF-2
AC011824.1	
AC004522.2	
AC024614.1	
AC024614.2	
AC024614.3	
AC024614.4	
AC004522.5	
AC024610.2	
ZKSCAN1	KOX18
ZKSCAN1	PHZ-37
ZKSCAN1	ZNF139
ZKSCAN1	ZNF36
ZKSCAN1	ZSCAN33
ADH1B	ADH2
AL589666.2	
AC004147.4	
SNX14	RGS-PX2
AC024610.1	
SNORD94	U94
AC123769.1	
TLK2P1	TLK2ps1
AC004147.1	
AC004147.5	
RNA5SP438	RN5S438
AC004147.3	
AC004147.2	
IMMT	HMP
IMMT	Mic60
IMMT	MICOS60
IMMT	MINOS2
IMMT	P87
IMMT	P89
LINC01989	
AC005549.1	
DIPK1B	C9orf136
DIPK1B	FAM69B
DIPK1B	MGC20262
CCL2	GDCF-2
CCL2	HC11
CCL2	MCAF
CCL2	MCP-1
CCL2	MCP1
CCL2	MGC9434
CCL2	SCYA2
CCL2	SMC-CF
ZSCAN21	DKFZp434L134
ZSCAN21	NY-REN-21
ZSCAN21	Zipro1
ZSCAN21	ZNF38
SNHG7	MGC16037
SNHG7	NCRNA00061
CCL7	FIC
CCL7	MARC
CCL7	MCP-3
CCL7	MCP3
CCL7	NC28
CCL7	SCYA6
CCL7	SCYA7
SNORA17B	ACA43
SNORA17B	SNORA43
SNORA17B	ACA43
SNORA17B	SNORA43
SNORA17A	ACA17
SNORA17A	SNORA17
AL355987.6	
AL355987.5	
LCN10	
ZNF3	A8-51
ZNF3	FLJ20216
ZNF3	HF.12
ZNF3	KOX25
ZNF3	PP838
ZNF3	Zfp113
CCL11	eotaxin
CCL11	MGC22554
CCL11	SCYA11
GNG3	
CCL8	HC14
CCL8	MCP-2
CCL8	SCYA8
HNRNPUL2	DKFZp762N1910
HNRNPUL2	HNRPUL2
AC020612.2	
ADH1C	ADH3
AC011193.2	
FAM186B	C12orf25
FAM186B	DKFZP434J0113
CCL13	CKb10
CCL13	MCP-4
CCL13	MGC17134
CCL13	NCC-1
CCL13	SCYA13
CCL13	SCYL1
AL133279.2	
AL133279.3	
HMGB1P19	
AL133279.1	
AC068228.3	
AL355987.1	
KCNK10	K2p10.1
KCNK10	PPP1R97
KCNK10	TREK-2
KCNK10	TREK2
FAM83A	BJ-TSA-9
FAM83A	MGC14128
AL663070.1	
ARHGEF3-AS1	
TTC9C	MGC29649
CCL1	I-309
CCL1	P500
CCL1	SCYA1
CCL1	SISe
CCL1	TCA3
SPATA12	
LCN6	
AC011193.1	
AC097358.2	
IL17RD	FLJ35755
IL17RD	IL-17RD
IL17RD	IL17RLM
IL17RD	SEF
CAP1	CAP
C17orf102	FLJ44815
RNU6-834P	
POLR2KP1	
PARK7P1	
ZBTB3	FLJ23392
HIGD1AP9	
TMEM132E	DFNB99
FMNL3	DKFZp762B245
FMNL3	MGC45819
FMNL3	WBP3
POLR2G	hRPB19
POLR2G	hsRPB7
POLR2G	RPB7
ADH7	ADH-4
U3	
MIR6722	hsa-mir-6722
AC068228.1	
LCN8	LCN5
AC068228.2	
FAM83A-AS1	HCCC11
AC005691.1	
AC005552.1	
AC022903.1	
MIR4663	hsa-mir-4663
C8orf76	FLJ14825
CCT6B	Cctz2
CCT6B	TSA303
SPATA7	HSD3
SPATA7	LCA3
LCN15	PRO6093
LCN15	UNQ2541
ATP6V1G1P3	
AP001160.2	
TMEM141	MGC14141
TAF6L	PAF65A
ZHX1-C8orf76	
AL355987.3	
UBA52P5	
CCDC183	bA216L13.7
CCDC183	KIAA1984
CCDC183	MGC15438
ZHX1	
AP001960.1	
C4orf17	DKFZP434G072
RNU6-628P	
TMEM223	MGC3196
AC018992.1	
ATAD2	ANCCA
ATAD2	CT137
ATAD2	DKFZp667N1320
ATAD2	MGC29843
ATAD2	MGC5254
ATAD2	PRO2000
AP001160.3	
TMEM179B	
AL355987.4	
ARMH3	C10orf76
ARMH3	FLJ13114
AL355987.2	
CCDC183-AS1	KIAA1984-AS1
MIR6748	hsa-mir-6748
NXF1	DKFZp667O0311
NXF1	Mex67
NXF1	TAP
RABL6	bA216L13.9
RABL6	C9orf86
RABL6	FLJ10101
RABL6	FLJ13045
RABL6	Parf
RABL6	pp8875
RABL6	RBEL1
COPS6	CSN6
COPS6	MOV34-34KD
AC097358.1	
TRMT10A	MGC27034
TRMT10A	RG9MTD2
TRMT10A	TRM10
HESX1	ANF
HESX1	RPX
Metazoa_SRP	
Y_RNA	
HPS6	BLOC2S3
HPS6	FLJ22501
AC022903.2	
TMBIM6	BAXI1
TMBIM6	BI-1
TMBIM6	TEGT
AL500527.1	
ZNF830	CCDC16
ZNF830	MGC20398
ZNF830	OMCG1
AL500527.2	
LDB1	CLIM2
LDB1	NLI
LIG3	LIG2
LIG3	LIG3alpha
APPL1	APPL
AC023825.1	
AC023825.2	
AC009090.2	
CPNE2	CPN2
MTTP	ABL
MTTP	MTP
PPRC1	KIAA0595
PPRC1	MGC74642
PPRC1	PRC
NCLP1	
MIR4292	hsa-mir-4292
AJM1	ajm-1
AJM1	C9orf172
MCM7	CDC47
MCM7	MCM2
MCM7	PPP1R104
AC083902.1	
PHPT1	bA216L13.10
PHPT1	CGI-202
PHPT1	DKFZp564M173
PHPT1	HSPC141
PHPT1	PHP14
C4orf54	FOPV
C4orf54	LOC285556
DAPP1	BAM32
RNU6-875P	
MIR548D1	hsa-mir-548d-1
MIR548D1	MIRN548D1
MIR548AA1	hsa-mir-548aa-1
DUTP2	
IMPDH1P6	
NTAQ1	C8orf32
NTAQ1	FLJ10204
NTAQ1	WDYHV1
PPT1	CLN1
PPT1	INCL
PPT1	PPT
Y_RNA	
MIR6514	hsa-mir-6514
MAMDC4	AEGP
MAMDC4	DKFZp434M1411
MAMDC4	EDTB
MIR4779	hsa-mir-4779
AC009309.1	
STX5	SED5
STX5	STX5A
MRPL35	
AP001962.1	
LAMTOR3	MAP2K1IP1
LAMTOR3	MAPBP
LAMTOR3	MAPKSP1
LAMTOR3	MP1
LAMTOR3	Ragulator3
PTPN21	PTPD1
PTPN21	PTPRL10
ASB14	DKFZp313L0121
AC009090.4	
NOLC1	KIAA0035
NOLC1	NOPP130
NOLC1	NOPP140
NOLC1	P130
NOLC1	Srp40
AC009090.5	
PSME3IP1	C16orf94
PSME3IP1	FAM192A
PSME3IP1	NIP30
PSME3IP1	PIP30
REEP1	C2orf23
REEP1	FLJ13110
REEP1	SPG31
REEP1	Yip2a
AC093928.1	
DNAH12	DHC3
DNAH12	DLP12
DNAH12	DNAH12L
DNAH12	DNAH7L
DNAH12	Dnahc3
DNAH12	DNHD2
DNAH12	FLJ40427
DNAH12	FLJ44290
DNAH12	hdhc3
DNAH12	HL-19
DNAJB14	FLJ14281
RFFL	CARP-2
RFFL	CARP2
RFFL	fring
RFFL	rififylin
RFFL	RNF189
RFFL	RNF34L
EDF1	CFAP280
EDF1	EDF-1
U4	
FBXO32	ATROGIN1
FBXO32	Fbx32
FBXO32	MAFbx
AL162171.2	
RNU4-22P	
AL162171.1	
ZC3H14	FLJ11806
ZC3H14	NY-REN-37
ZC3H14	UKp68
TRAF2	RNF117
TRAF2	TRAP3
U8	
AC009408.1	
ELOVL3	CIG-30
KDM3A	JHMD2A
KDM3A	JMJD1
KDM3A	JMJD1A
KDM3A	KIAA0742
KDM3A	TSGA
Y_RNA	
PITX3	ASMD
RNU6-1181P	
AC097460.2	
AC090193.1	
AP001160.4	
RNF7P1	
H2AZ1	H2A.Z
H2AZ1	H2AFZ
H2AZ1	H2AZ
RN7SKP155	
RNU6-118P	
AC092418.1	
AP001160.1	
RNU6-108P	
RNU6-483P	
AC092418.2	
TEX54	
AC135166.1	
PDE12	2'-PDE
PDE12	3635
PDE12	DKFZp667B1218
WDR74	FLJ10439
WDR74	Nsa1
KLHL38	C8ORFK36
ARF4	ARF2
ANXA13	ANX13
MIR4479	hsa-mir-4479
AL807752.1	
AL807752.5	
GBF1	ARF1GEF
GBF1	KIAA0248
FBXW5	DKFZP434B205
FBXW5	Fbw5
FBXW5	MGC20962
H2AZ1-DT	
AC004223.3	
MIR25	hsa-mir-25
MIR25	MIRN25
MIR93	hsa-mir-93
MIR93	MIRN93
AC008695.1	
MIR106B	hsa-mir-106b
MIR106B	MIRN106B
AP4M1	MU-4
AP4M1	MU-ARP2
AP4M1	SPG50
AC097460.1	
OAZ1P1	
DYNLL1P6	
AC004223.4	
AC008497.1	
DDIT4L	REDD2
DDIT4L	Rtp801L
RLF	Zn-15L
RLF	ZNF292L
AC004223.2	
FNIP1	KIAA1961
AC004223.1	
AP001961.1	
C8G	
RAD51D	HsTRAD
RAD51D	R51H3
RAD51D	RAD51L3
RAD51D	Trad
EMCN	MUC14
AC020612.1	
ARF4-AS1	
RNU6-1237P	
AL589666.1	
TMCO2	dJ39G22.2
LSM6P2	
FAM91A1	FLJ23790
NCKAP5L	KIAA1602
RNU6ATAC26P	
DENND6A	AFI1A
DENND6A	FAM116A
DENND6A	FLJ34969
AC009090.6	
SYNCRIP	dJ3J17.2
SYNCRIP	GRY-RBP
SYNCRIP	hnRNP-Q
SYNCRIP	HNRNPQ
SYNCRIP	HNRPQ1
SYNCRIP	NSAP1
AL050341.2	
RSPRY1	KIAA1972
LCN12	MGC48935
ZMPSTE24	FACE-1
ZMPSTE24	HGPS
ZMPSTE24	PRO1
ZMPSTE24	STE24
ZMPSTE24	Ste24p
RNU2-2P	RNU2-2
RNU2-2P	RNU2B
RNU2-2P	U2
SNHG1	LINC00057
SNHG1	lncRNA16
SNHG1	NCRNA00057
SNHG1	UHG
BCDIN3D-AS1	
AL050341.1	
BCDIN3D	
DENND6A-AS1	
SBSN	HLAR698
SBSN	UNQ698
COL9A2	EDM2
COL9A2	MED
DENND6A-DT	
AC131157.1	
LINC02692	C9orf141
LINC02692	PRR31
RPL35AP28	
SLMAP	KIAA1601
SLMAP	SLAP
FAIM2	KIAA0950
FAIM2	LFG
FAIM2	LFG2
FAIM2	LIFEGUARD
FAIM2	NMP35
FAIM2	TMBIM2
PTGDS	L-PGDS
PTGDS	PGDS
ARL2BP	BART
ARL2BP	BART1
ARL2BP	RP66
AC097459.1	
GAPDHS	GAPD2
GAPDHS	GAPDH-2
GAPDHS	GAPDS
LINC01216	EMCN-IT3
AL807752.7	
FER1L6	C8ORFK23
LINC01217	EMCN-IT2
LCNL1	FLJ45224
LINC01218	EMCN-IT1
PPP3CA	CALN
PPP3CA	CALNA
PPP3CA	CNA1
PPP3CA	PPP2B
PAXX	C9orf142
PAXX	XLS
AC009090.3	
AC009090.1	
PLLP	PMLP
PLLP	TM4SF11
AC090753.1	
FER1L6-AS1	C8orf54
FER1L6-AS1	FLJ35721
AC100871.2	
FER1L6-AS2	C8orf78
FER1L6-AS2	FLJ32770
AC100871.1	
ARF1P3	
CLIC3	
AC090921.1	
RNU6-756P	
ACTBP4	
AC090192.2	
AC005593.1	
MEIKIN	
RPL23AP91	
AC090192.1	
TMEM147-AS1	
AC108081.1	
TMEM65	
CCL22	A-152E5.1
CCL22	ABCD-1
CCL22	DC/B-CK
CCL22	MDC
CCL22	MGC34554
CCL22	SCYA22
CCL22	STCP-1
LINC02395	
ABCA2	ABC2
AC034228.3	
TRMT12	FLJ20772
TRMT12	Trm12
TRMT12	TYW2
CX3CL1	ABCD-3
CX3CL1	C3Xkine
CX3CL1	CXC3
CX3CL1	CXC3C
CX3CL1	NTN
CX3CL1	SCYD1
TMEM147	MGC1936
TMEM147	NIFIE14
RNF139-AS1	
AC034228.2	
RNF139	HRCA1
RNF139	RCA1
RNF139	TRC8
CCL17	ABCD-2
CCL17	SCYA17
CCL17	TARC
TATDN1	CDA11
ACSL6	ACS2
ACSL6	FACL6
ACSL6	KIAA0837
ACSL6	LACS2
ACSL6	LACS5
CIAPIN1	Anamorsin
CIAPIN1	CIAE2
AL031985.2	
SMAP2	SMAP1L
CHMP3	CGI-149
CHMP3	NEDF
CHMP3	VPS24
ATP4A	ATP6A
LINC02396	
MIR8066	hsa-mir-8066
MIR1255A	hsa-mir-1255a
MIR1255A	MIRN1255A
FLJ20021	
AQP2	
BANK1	BANK
BANK1	FLJ20706
AC025154.2	
RNU6-840P	
Vault	
FNDC8	DKFZp434H2215
AC025154.1	
AQP5	
AL031985.1	
RNF103-CHMP3	RNF103-VPS24
NLE1	FLJ10458
NLE1	NLE
AL031985.4	
AQP6	AQP2L
AD000090.1	
ZFP69B	FLJ34293
ZFP69B	ZKSCAN23B
ZFP69B	ZNF643
ZFP69B	ZSCAN54B
PMIS2	IFITMD9
RNU6-640P	
AC015971.1	
LINC01766	
TAF6	MGC:8964
TAF6	TAF2E
TAF6	TAFII70
TAF6	TAFII80
TAF6	TAFII85
RNF103	hkf-1
RNF103	KF1
RNF103	ZFP103
AC002115.1	
AL031985.3	
AL603839.4	
ZFP69	FLJ16030
ZFP69	ZFP69A
ZFP69	ZKSCAN23A
ZFP69	ZNF642
ZFP69	ZSCAN54A
HAUS5	dgt5
HAUS5	KIAA0841
AL603839.3	
EXO5	C1orf176
EXO5	DEM1
EXO5	FLJ21144
RACGAP1	MgcRacGAP
COQ9	C16orf49
COQ9	DKFZP434K046
SNHG5	bA33E24.2
SNHG5	C6orf160
SNHG5	LINC00044
SNHG5	MGC16362
SNHG5	NCRNA00044
SNHG5	U50HG
RMND5A	FLJ13910
RMND5A	GID2
RMND5A	GID2A
RMND5A	p44CTLH
RMND5A	RMD5
AL603839.1	
AL603839.2	
ZNF684	MGC27466
C9orf139	FLJ36268
C9orf139	FLJ42909
CD8A	CD8
FUT7	
AL356379.2	
AL356379.1	
GTF2F2P2	
AL807752.6	
RIMS3	NIM3
RIMS3	RIM3
NPDC1	CAB-
NPDC1	CAB1
NPDC1	DKFZp586J0523
RBM42	MGC10433
UNC45B	CMYA4
UNC45B	UNC45
AC090198.1	
MIR6844	hsa-mir-6844
AL162171.3	
NDUFB9	B22
NDUFB9	LYRM3
NDUFB9	UQOR22
AC009052.1	
EML5	EMAP-2
EML5	FAP16
EML5	HuEMAP-2
POLR2C	RPB3
AL031289.2	
SNORD22	RNU22
SNORD22	U22
AL031289.1	
SNORD30	RNU30
SNORD30	U30
SNORD22	
SNORD28	RNU28
SNORD28	SNORD28A
SNORD28	U28
NFYC-AS1	0808y08y
SNORD27	RNU27
SNORD27	U27
SNORD26	RNU26
SNORD26	U26
SNORD25	RNU25
SNORD25	U25
ENTPD2	CD39L1
ENTPD2	NTPDase-2
SLC3A2	4F2
SLC3A2	4F2HC
SLC3A2	4T2HC
SLC3A2	CD98
SLC3A2	CD98HC
SLC3A2	MDU1
SLC3A2	NACAE
NFYC	CBF-C
NFYC	NF-YC
AC084277.1	
CD8B	CD8B1
PDHA1P1	
RNU6-462P	
MTND5P5	
PPIAP16	PPIP6
AP002075.1	
SLC39A8	BIGM103
FLNB	ABP-278
FLNB	FH1
FLNB	FLN1L
FLNB	LRS1
FLNB	TABP
FLNB	TAP
AL807752.4	
AL807752.2	
SAPCD2	C9orf140
SAPCD2	p42.3
MTSS1	KIAA0429
MTSS1	MIM
MTSS1	MIMA
MTSS1	MIMB
AL807752.3	
UAP1L1	
DOK4	FLJ10488
CHRM1	
MAN1B1-DT	MAN1B1-AS1
ETV2	ER71
AP000438.1	
RN7SL259P	
MAN1B1	ERManI
MAN1B1	MANA-ER
MAN1B1	MRT15
ANAPC1P1	
SLC22A6	OAT1
SLC22A6	PAHT
SLC22A6	ROAT1
RN7SL728P	
AC098487.1	
AF213884.2	
AF213884.3	
NFKB1	KBF1
NFKB1	NF-kappaB
NFKB1	NF-kB1
NFKB1	NFkappaB
NFKB1	NFKB-p50
NFKB1	p105
NFKB1	p50
AC022916.4	
AC022916.2	
AC022916.3	
SLC35G3	AMAC1
SLC35G3	FLJ40154
SLC35G3	TMEM21A
AC022916.1	
SLFN5	MGC19764
AC111200.1	
RGPD1	RGP1
PKMP3	
SNORD50B	U50B
AL121768.1	
AC073842.2	
AL355615.1	
RNU4-92P	
SMIM11P1	bA33E24.4
SMIM11P1	C6orf161
SMIM11P1	FAM165A
CNPY4	MGC40499
CNPY4	PRAT4B
RNU4-72P	
Y_RNA	
TTC8	BBS8
TTC8	RP51
AL450338.1	
AL450338.2	
AC022706.1	
RNU4-12P	
RPL7P27	
RAB1AP2	
NDUFA5P9	
AL391417.1	
RN7SL643P	
AL353133.1	
AL353133.2	
AL157777.1	
AC060766.2	
AL157777.2	
HTR1E	5-HT1E
COX6B1	COX6B
COX6B1	COXG
RPL7P29	
SLFN11	FLJ34922
MTHFD2P2	
AL138827.1	
RN7SKP209	
CGA	FSHA
CGA	GPA1
CGA	GPHa
CGA	GPHA1
CGA	HCG
CGA	LHA
CGA	TSHA
MBLAC1	MGC49416
AC073842.1	
RPL7P60	
MIR629	hsa-mir-629
MIR629	MIRN629
RNU6-745P	
AC026583.1	
AC048383.1	
LAMTOR4	C7orf59
LINC02205	
AC009434.1	
AP000438.2	
LINC02204	
AC087699.1	
SALRNA3	SAL-RNA3
SALRNA3	XLOC_025918
UPK1A	TSPAN21
SLC22A8	OAT3
SALRNA2	SAL-RNA2
SALRNA2	XLOC_025931
UACA	FLJ10128
UACA	KIAA1561
WBP1P1	
RCN1P1	
NDUFB4P5	
AL139274.2	
PLGLB1	PLGL
PLGLB1	PRP-B
SNORD62	
ZNF292	bA393I2.3
ZNF292	KIAA0530
ZNF292	ZFP292
ZNF292	Zn-15
ZNF292	Zn-16
DPP7	DPP2
DPP7	DPPII
CCDC102A	MGC10992
UPK1A-AS1	
ASIC1	ACCN2
ASIC1	BNaC2
ASIC1	hBNaC2
TYMSP2	
ZBTB32	FAXF
ZBTB32	FAZF
ZBTB32	Rog
ZBTB32	TZFP
ZBTB32	ZNF538
